"SAV ID","SAV Name","Best Site Sales Level 2 Name","Coverage","Contract Number","Covered Line Status","Contract Type","Contract Line End Quarter","Contract Line End Fiscal Year","Instance Shipped Fiscal Year","Service Brand Code","Offer Type Name","Asset Type","LDoS","LDoS Fiscal Quarter","LDoS FY","Business Entity Name","Sub Business Entity Name","Product Family","Product ID","Product Type","SWSS Flag","Default Service List Price USD","Item Quantity","Annual Extended Contract Line List USD Amount","Annual Contract Line Net USD Amount","Annualized Extended Contract Line List USD Amount","Annualized Contract Line Net USD Amount","Contract Line List Price USD","Contract Line Net Price USD","Asset List Amount"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","203553659","EXPIRED","SNTP","20221","2022","2020","CISCO BRANDED","Others","Perpetual Software","","Q9 FY1900","1900","Enterprise Switching","Ent. Switching - Access","OS","NETWORK-PNP-LIC","BASE","N","","2","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2017","CISCO BRANDED","","Perpetual Software","3500/01/01 00:00:00","","","Cloud Networking","NX9K","N9500","N95-LAN1K9","BASE","Y","8100","2","5175","3001.5","4670.7967032967","3009.74587912088","4658","3001.5","63825"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","","","N/A","19009","1900","2018","N/A","Others","Hardware","","Q9 FY1900","1900","Cloud Networking","NX9K","N9500","N9K-PAC-3000W-B","POWER","N","","1","","","","","","","3563.1"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","SNTP","20224","2022","2017","CISCO BRANDED","Others","Hardware","2027/10/31 00:00:00","Q2 FY2028","2028","Enterprise Switching","Ent. Switching - Access","C2960X","WS-C2960X-24PD-L","SWITCH","N","7904","26","14531.4","8337.14291618399","14571.3214285714","8360.04715496471","14531.4","8337.14291618399","186825.34"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507143","EXPIRED","SNT","20194","2019","2018","CISCO BRANDED","Others","Hardware","2027/10/31 00:00:00","Q2 FY2028","2028","Enterprise Switching","Ent. Switching - Access","C2960X","WS-C2960X-24PS-L","SWITCH","N","4642","22","5085.3","3305.5","5099.27060439561","3314.58104395604","5085.3","3305.5","109920.14"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507143","EXPIRED","SNT","20194","2019","2018","CISCO BRANDED","","Hardware","2023/06/30 00:00:00","Q4 FY2023","2023","Collaboration","UC Endpoints","PHONE","CP-7945G=","PHONE","N","2200","200","2300","1496","2306.31868131868","1500.10989010989","2300","1496","135000"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507144","EXPIRED","ECDN","20194","2019","2018","CISCO BRANDED","","Hardware","2024/03/31 00:00:00","Q3 FY2024","2024","Collaboration","TP Endpoints","CTSMPS","CAB-2DC-BRL-1.15M-","CABLE","N","","1","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","204211419","EXPIRED","ECMU","20221","2022","2018","CISCO BRANDED","","Perpetual Software","2021/09/30 00:00:00","Q1 FY2022","2022","Collaboration","Conferencing","WXMTSVR","WBXMTSVR2-UWLUSRK9","APPSWIND","Y","","43","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2018","CISCO BRANDED","Others","Perpetual Software","2026/10/31 00:00:00","Q2 FY2027","2027","Collaboration","UC Endpoints","SFTCLNT","JAB-ADR-RTU","APPSWIND","Y","","1","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2018","CISCO BRANDED","","Perpetual Software","2021/09/30 00:00:00","Q1 FY2022","2022","Collaboration","TP Multiparty Conferencing","CTSPMP","LIC-EXP-MSFT-PMP","APPSWIND","Y","","1","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2018","CISCO BRANDED","Others","Perpetual Software","2026/10/31 00:00:00","Q2 FY2027","2027","Collaboration","UC Endpoints","SFTCLNT","JAB-IPH-RTU","APPSWIND","Y","","1","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","SNTP","20224","2022","2018","CISCO BRANDED","","Hardware","2024/02/29 00:00:00","Q3 FY2024","2024","Collaboration","TP Multiparty Conferencing","CTSUCS","CIT3-MR-1X081RV-A","SERVER","N","","8","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","SNTP","20224","2022","2017","CISCO BRANDED","Others","Hardware","2025/11/30 00:00:00","Q2 FY2026","2026","Cloud Networking","NX9K","N9500","N9K-X9464PX","BOARD","N","","2","0","0","0","0","0","0","60000"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","SNTP","20224","2022","2018","CISCO BRANDED","","Hardware","2024/02/29 00:00:00","Q3 FY2024","2024","Collaboration","TP Multiparty Conferencing","CTSUCS","CIT3-CPU-E52695E","SERVER","N","","2","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","SNTP","20224","2022","2017","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Cloud Networking","NX9K","N9500","N9K-C9504-RMK","BOARD","N","","2","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","SNTP","20224","2022","2017","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Switching","Optics - Ent. Networking Allocation","SFPGE","GLC-SX-MMD","DEVICES","N","88","8","0","0","0","0","0","0","4708"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","203553659","EXPIRED","SSSNT","20221","2022","2021","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Routing","Ent. Access Routing","WANLAN","SM-X-NIM-ADPTR","BOARD","N","","5","0","0","0","0","0","0","4708"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","SNTP","20224","2022","2018","CISCO BRANDED","Others","Hardware","2027/04/30 00:00:00","Q3 FY2027","2027","Enterprise Switching","Ent. Switching - Core","3KAGG","WS-C3850-48XS-S","SWITCH","N","2065","1","3799.6","2179.9711258921","3810.03846153846","2185.96005755664","3799.6","2179.9711258921","48221.69"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","SNTP","20224","2022","2019","CISCO BRANDED","Others","Hardware","2025/11/30 00:00:00","Q2 FY2026","2026","Cloud Networking","NX9K","N9500","N9K-SUP-A","BOARD","N","","2","0","0","0","0","0","0","36380"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SNT","20223","2022","2021","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Switching","Ent. Switching - Access","C9300","STACK-T1-50CM","CABLE","N","","2","0","0","0","0","0","0","235.4"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SNT","20223","2022","2021","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Switching","Ent. Switching - Access","C9200L","C9200L-STACK-KIT","DEVICES","N","","12","0","0","0","0","0","0","20062.56"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SSSNT","20223","2022","2021","CISCO BRANDED","DNA Center","Hardware","","Q9 FY1900","1900","Enterprise Switching","Ent. Switching - Connected Platforms","DNAHW","DN2-TPM2-002","MULTIPROD","N","","1","0","0","0","0","0","0","88.28"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SNT","20223","2022","2021","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Switching","Optics - Ent. Networking Allocation","SFP10G","SFP-10G-SR-S=","DEVICES","N","1080","72","0","0","0","0","0","0","59320.8"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SNT","20223","2022","2021","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Switching","Ent. Switching - Access","C9200","C9200-NM-4X","ACCESSORY","N","","26","0","0","0","0","0","0","69550"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SNT","20223","2022","2021","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Routing","Ent. Access Routing","4300ISR","ISR4331-VSEC/K9","ROUTER","N","36623","53","42116.45","26222.9508337697","42232.154532967","26294.9919074889","42116.45","26222.9508337697","480333.7"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SNT","20223","2022","2021","CISCO BRANDED","Others","Perpetual Software","","Q9 FY1900","1900","Enterprise Routing","Ent. Access Routing","4300ISR","SL-4330-IPB-K9","BASE","N","","53","0","0","0","0","0","0","62381"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SNT","20223","2022","2021","CISCO BRANDED","","Hardware","","Q9 FY1900","1900","Collaboration","UC Endpoints","PHONVOC","CP-8841-K9=","PHONE","N","3400","200","3910","2435.17133899621","3920.74175824176","2441.8613701473","3910","2435.17133899621","119000"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SNT","20223","2022","2021","CISCO BRANDED","ISR","Perpetual Software","","Q9 FY1900","1900","Enterprise Routing","Ent. Access Routing","4300ISR","SL-4330-UC-K9","BASE","N","","53","0","0","0","0","0","0",""
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SNT","20223","2022","2021","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Switching","Ent. Switching - Access","C9200","C9200-24P-E","SWITCH","N","8880","40","10212","6358.32724292452","10240.0549450549","6375.79517491057","10212","6358.32724292452","164780"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","ECMU","20223","2022","2021","CISCO BRANDED","NW Sec - ASA Subsx NGFW","Perpetual Software","","Q9 FY1900","1900","Security","Network Security","FSIGHT","SF-FMC-VMW-10-K9","APPSWIND","Y","720","1","460","289.8","726.991758241758","290.596153846154","725","289.8","3745"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","203553659","EXPIRED","SSSNT","20221","2022","2020","CISCO BRANDED","Others","Perpetual Software","","Q9 FY1900","1900","Enterprise Routing","Ent. Access Routing","4300ISR","SL-4330-IPB-K9","BASE","N","","5","0","0","0","0","0","0","5885"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","203553659","EXPIRED","SSSNT","20221","2022","2020","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Routing","Ent. Access Routing","ICV","PVDM4-32","BOARD","N","","5","0","0","0","0","0","0","10004.5"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","203553659","EXPIRED","SSSNT","20221","2022","2020","CISCO BRANDED","ISR","Perpetual Software","","Q9 FY1900","1900","Enterprise Routing","Ent. Access Routing","4300ISR","SL-4330-UC-K9","BASE","N","","5","0","0","0","0","0","0",""
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","203553659","EXPIRED","SSSNT","20221","2022","2020","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Routing","Ent. Access Routing","4300ISR","MEM-43-4G","MEMORY","N","","5","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","203553659","EXPIRED","SSSNT","20221","2022","2021","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Routing","Ent. Access Routing","WANLAN","NIM-2T","BOARD","N","","5","0","0","0","0","0","0","4413.75"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","203553659","EXPIRED","SSSNT","20221","2022","2021","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Routing","Ent. Access Routing","ICV","NIM-4FXO","BOARD","N","","10","0","0","0","0","0","0","11770"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SSSNT","20223","2022","2021","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Switching","Ent. Switching - Connected Platforms","DNAHW","DN2-SD19T61X-EV","MULTIPROD","N","","8","0","0","0","0","0","0","46138.4"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SSSNT","20223","2022","2021","CISCO BRANDED","DNA Center","Hardware","","Q9 FY1900","1900","Enterprise Switching","Ent. Switching - Connected Platforms","DNAHW","DN2-MR-X32G2RS-H","MULTIPROD","N","","8","0","0","0","0","0","0","19020.32"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SSSNT","20223","2022","2021","CISCO BRANDED","DNA Center","Hardware","","Q9 FY1900","1900","Enterprise Switching","Ent. Switching - Connected Platforms","DNAHW","DN2-CPU-6152","MULTIPROD","N","","2","0","0","0","0","0","0","29425"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SNT","20223","2022","2021","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Switching","Optics - Ent. Networking Allocation","SFPGE","GLC-SX-MMD=","DEVICES","N","44","4","0","0","0","0","0","0","2354"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2018","CISCO BRANDED","","Perpetual Software","","Q9 FY1900","1900","Collaboration","UC Infrastructure Applications","EXPY","LIC-SW-EXP-K9","APPSWIND","Y","","12","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2018","CISCO BRANDED","","Perpetual Software","","Q9 FY1900","1900","Collaboration","TP Multiparty Conferencing","CTSPMP","LIC-CMS-PAK","APPSWIND","Y","","1","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2018","CISCO BRANDED","","Perpetual Software","","Q9 FY1900","1900","Collaboration","TP Multiparty Conferencing","CTSPMP","LIC-TMS-PMP-PAK","APPSWIND","Y","","1","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2018","CISCO BRANDED","","Perpetual Software","3500/01/01 00:00:00","","","Collaboration","TP Multiparty Conferencing","CTSPMP","LIC-CNDTR-PMP-K9","APPSWIND","Y","","4","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","","","N/A","19009","1900","2021","N/A","PNABU - CISE","Perpetual Software","","Q9 FY1900","1900","Security","ISE","CISE","L-ISE-TACACS-ND=","APPSWIND","N","","3","","","","","","","32100"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SNT","20223","2022","2021","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Switching","Ent. Switching - Access","C9300","C9300-NM-8X","ASSEMBLY","N","","2","0","0","0","0","0","0","6002.7"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","202714501","EXPIRED","ECMU","20211","2021","2020","CISCO BRANDED","","Perpetual Software","","Q9 FY1900","1900","Collaboration","UC Infrastructure Applications","EXPY","LIC-EXP-E-PAK","APPSWIND","Y","","1","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","202714501","EXPIRED","ECMU","20211","2021","2020","CISCO BRANDED","","Perpetual Software","","Q9 FY1900","1900","Collaboration","UC Infrastructure Applications","EXPY","LIC-SW-EXP-K9","APPSWIND","Y","","4","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","202714501","EXPIRED","ECMU","20211","2021","2020","CISCO BRANDED","","Perpetual Software","2024/12/31 00:00:00","Q2 FY2025","2025","Collaboration","UC Infrastructure Applications","EXPY","SW-EXP-12.X-K9","APPSWIND","Y","","1","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507144","EXPIRED","ECDN","20194","2019","2018","CISCO BRANDED","","Perpetual Software","","Q9 FY1900","1900","Collaboration","TP Multiparty Conferencing","CTSPMP","LIC-EXP-RMS-PMP","APPSWIND","N","","1","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507144","EXPIRED","ECDN","20194","2019","2018","CISCO BRANDED","","Software-Other","3500/01/01 00:00:00","","","Collaboration","TP Endpoints","CTSINT","LIC-CE-CRYPTO-K9","FEATURE","N","","1","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507143","EXPIRED","SNT","20194","2019","2018","CISCO BRANDED","Others","Perpetual Software","","Q9 FY1900","1900","Enterprise Routing","Ent. Access Routing","4300ISR","SL-4330-IPB-K9","BASE","N","","1","0","0","0","0","0","0","1177"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507144","EXPIRED","ECDN","20194","2019","2018","CISCO BRANDED","","Perpetual Software","3500/01/01 00:00:00","","","Collaboration","TP Multiparty Conferencing","CTSPMP","LIC-VMCNDTR-PMP-PK","APPSWIND","N","","1","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507144","EXPIRED","ECDN","20194","2019","2018","CISCO BRANDED","","Perpetual Software","2024/01/31 00:00:00","Q3 FY2024","2024","Collaboration","UC Infrastructure Applications","UCMGR","UCM-PAK","APPSWIND","N","","1","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507144","EXPIRED","ECDN","20194","2019","2018","CISCO BRANDED","","Perpetual Software","","Q9 FY1900","1900","Collaboration","TP Multiparty Conferencing","CTSPMP","LIC-CMS-PAK","APPSWIND","N","","1","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507143","EXPIRED","SNT","20194","2019","2018","CISCO BRANDED","Others","Software-Other","2026/11/30 00:00:00","Q2 FY2027","2027","Enterprise Routing","Ent. Access Routing","4300ISR","SISR4300UK9-316S","BASE","N","","1","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","202714501","EXPIRED","ECMU","20211","2021","2020","CISCO BRANDED","","Perpetual Software","","Q9 FY1900","1900","Collaboration","UC Infrastructure Applications","EXPY","LIC-EXP-AN","APPSWIND","Y","","2","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","202714501","EXPIRED","ECMU","20211","2021","2020","CISCO BRANDED","","Perpetual Software","","Q9 FY1900","1900","Collaboration","UC Infrastructure Applications","EXPY","LIC-EXP-DSK","APPSWIND","Y","","1","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","202714501","EXPIRED","ECMU","20211","2021","2020","CISCO BRANDED","","Perpetual Software","","Q9 FY1900","1900","Collaboration","UC Infrastructure Applications","EXPY","EXPWY-VE-E-K9","APPSWIND","Y","","2","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","202714501","EXPIRED","ECMU","20211","2021","2020","CISCO BRANDED","","Perpetual Software","2024/01/31 00:00:00","Q3 FY2024","2024","Collaboration","UC Infrastructure Applications","UCL","LIC-CUCM-11X-ENH-A","APPSWIND","Y","31","1","42.55","27.66","","27.66","","27.66","247.17"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","202714501","EXPIRED","ECMU","20211","2021","2020","CISCO BRANDED","","Perpetual Software","","Q9 FY1900","1900","Collaboration","UC Infrastructure Applications","EXPY","LIC-EXP-TURN","APPSWIND","Y","","2","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SNT","20223","2022","2021","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Switching","Ent. Switching - Access","C9300","PWR-C1-350WAC-P","POWER","N","","2","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SNT","20223","2022","2021","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Routing","Ent. Access Routing","4300ISR","MEM-43-4G","MEMORY","N","","55","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SNT","20223","2022","2021","CISCO BRANDED","Others","Perpetual Software","","Q9 FY1900","1900","Enterprise Switching","Ent. Switching - Access","C9200L","C9200L-NW-E-24","FEATURE","N","","12","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SNT","20223","2022","2021","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Routing","Ent. Access Routing","4400ISR","PWR-4450-AC","POWER","N","","2","0","0","0","0","0","0","0"
